"no_nas";"nm_nas";"no_ident";"jns_ident";"created_at_kantor";"masa_ident";"tgl_ident";"acc_off";"bntk_hkm";"gol_pemilik";"status_nas";"flag_hub_bank";"sumber_dana";"tujuan_dana";"maks_trans";"penghasilan_bulan";"penghasilan_lainnya";"pengeluaran_bulan";"pengeluaran_lainnya";"npwp";"no_telp";"email";"bidang_usaha"
"326cc3f7-911c-432f-8c5d-f7a3ffa51742";"Dalima Dalima Aurelia";"945be531-2680-47b3-a694-c8d292c1f453";"4";"383";"1";"2024-08-09";"OWI";"16";"10";"""00""";"true";"0";"4";"2";"1";"3";"3";"4";"1fc7434d-4980-44dd-a82e-b1685c58d17e";"+62 (355) 6023-1323";"Mala.Palastri44@yahoo.com";"5"
"16374bd0-177f-4594-adb2-4e6e6994a5e1";"Syahrini Syahrini Mayasari";"e0c2c6fe-ddc2-4dbd-af0e-bc3ce238f0a0";"4";"118";"0";"2024-08-09";"Msy";"17";"9";"""01""";"true";"0";"3";"0";"3";"2";"2";"1";"9756d2cb-73aa-4ac4-9943-724886184490";"+62 (242) 4133-5255";"Aurora_Elvina@yahoo.co.id";"7"
"6420a477-8301-4755-a7b8-c8975057dd15";"Dewi Dewi Riyanti";"a51949fc-2539-4a2e-abd4-7903105b8071";"3";"255";"0";"2024-08-09";"RtR";"15";"13";"""01""";"false";"3";"0";"0";"0";"1";"4";"3";"283d678e-0c6c-4fb8-80c4-302af04eef32";"+62 (019) 8567-2865";"Kamila70@gmail.com";"1"
"cce4acfb-3c95-44ea-9fca-1c3d747f600a";"Anggun Anggun Rachmawati";"72cdee1d-17f6-420d-8623-c65473bc03b4";"1";"373";"0";"2024-08-09";"uAo";"19";"3";"""01""";"true";"0";"4";"2";"1";"4";"3";"4";"28a30118-477e-49ec-9d40-af620d37f0af";"+62 (510) 9411-9214";"Lidya98@yahoo.com";"0"
"6869d9cc-4449-43ba-88c9-0304b53fdb5c";"Jati Jati Suryono";"98a44884-ded4-4dee-ae55-d845a4be6c8e";"3";"105";"0";"2024-08-09";"TJM";"6";"16";"""00""";"false";"0";"1";"3";"3";"3";"0";"0";"46b5e77b-2dc5-4828-a847-38dc5a7e7d99";"+62 (852) 0050-5958";"Indra20@yahoo.co.id";"6"
"e0526383-4003-47b3-a3d6-cf088f81eca9";"Tira Tira Purwanti";"e5c482a6-eb4d-44db-9da6-9baff81c69cd";"3";"446";"1";"2024-08-09";"kxi";"1";"3";"""01""";"false";"2";"2";"3";"1";"3";"3";"2";"f5536e38-2ac3-417c-9ce4-c271fd99bc1a";"+62 (825) 6162-4864";"Rosa_Nathania19@yahoo.co.id";"5"
"939e55be-71ad-4afc-b47b-61332126526a";"Prabawa Alamsyah";"9190157b-f9fc-4c6c-bff8-93d14c75c51e";"2";"297";"1";"2024-08-09";"zqC";"6";"2";"""01""";"false";"3";"0";"2";"2";"3";"0";"2";"335f3392-4a0e-4a7f-bbee-cd57f72b9bf6";"+62 (078) 1642-4129";"Agustina_Nasyidah61@gmail.com";"10"
"3367f177-336f-4354-8d04-81234afecdbd";"Bagaskara Gamblang";"c98c61a1-3d6c-49f7-b97f-ebd8fd36a719";"2";"484";"0";"2024-08-09";"ZDx";"16";"10";"""01""";"false";"2";"1";"2";"2";"4";"0";"3";"ebf8bfb2-452e-4bef-b04d-ffde9d954574";"+62 (620) 8162-8098";"Murti.Gunawan20@gmail.co.id";"9"
"5212dd7a-bcd5-4f24-8dbf-3e516af74714";"Hastuti Retno";"655b495e-4fff-407d-9bcb-b86b399e7330";"3";"69";"1";"2024-08-09";"ngh";"1";"18";"""00""";"false";"4";"2";"0";"1";"4";"4";"4";"d377f95e-f558-4824-b92c-35add1d5410b";"+62 (761) 6013-2579";"Bala.Narpati@yahoo.co.id";"0"
"07aa2459-ade7-476e-b49e-b3f52018c2a0";"Digdaya Digdaya Kusumo";"fa09ba96-9348-4b8a-8d93-d387f2a2844d";"2";"497";"0";"2024-08-09";"iHn";"17";"20";"""00""";"false";"0";"3";"4";"2";"3";"3";"1";"6ca656e6-1a73-4e3e-b62d-3d9f5db35431";"+62 (116) 3087-7359";"Retno_Zulaika50@yahoo.com";"1"
"c3814029-2172-4562-a8e4-d7482f0a918b";"Dwi Dwi Nugraha";"2216df84-f31b-4394-938b-cac9dfc957e9";"2";"19";"1";"2024-08-09";"poq";"16";"1";"""01""";"true";"1";"3";"1";"2";"2";"1";"2";"0e44574a-2264-4826-b6b8-cadd470fffe2";"+62 (561) 5477-6016";"Narji83@yahoo.com";"3"
"a280e79e-71f2-40e5-ba55-50f5f3905eb8";"Sabrina Yuniar";"2271ab32-b99d-46c4-8b0b-f2d894bf001b";"1";"344";"0";"2024-08-09";"vUf";"4";"12";"""00""";"true";"0";"0";"1";"4";"3";"3";"1";"22341563-a5e6-4678-9900-2846e0ab1e05";"+62 (890) 4791-1648";"Umi_Putri@yahoo.com";"6"
"ace12a3c-a1e9-4f2e-88b8-db7ff096844f";"Edison Salahudin";"3666e57e-0d47-4bcc-a793-fbd59a357f4b";"4";"487";"0";"2024-08-09";"vay";"13";"10";"""00""";"false";"2";"3";"2";"3";"1";"3";"4";"533ab85a-ec96-4359-acb1-c7ceaad9dbc7";"+62 (690) 8848-2728";"Elma.Riyanti@yahoo.com";"4"
"a570f2f1-20f0-4800-b8e1-705350095876";"Novitasari Nimas";"a1c79c40-009d-4876-84bc-8bfd7bfa8bf5";"2";"131";"0";"2024-08-09";"bJS";"11";"8";"""01""";"false";"3";"2";"2";"3";"0";"1";"0";"85de5ba4-feb1-4757-95af-665f13687466";"+62 (379) 2999-0496";"Kanda.Prasetya32@yahoo.com";"8"
"793ddb4f-ad61-4120-a5d3-647ede6a945f";"Kariman Pradipta";"f697e267-f569-4a7d-84f0-6a8b697292f3";"4";"126";"0";"2024-08-09";"IJt";"17";"9";"""00""";"false";"2";"0";"1";"4";"0";"4";"4";"69189f21-3158-45c2-ad6e-4bd21ca1f86d";"+62 (591) 9401-7349";"Mursita.Arifin13@yahoo.co.id";"1"
"7cc54a8e-7f9d-4e6d-89da-4bd629ff8620";"Kenari Kenari Uwais";"b8b722a1-fa61-49b3-8770-53a069b79133";"3";"105";"1";"2024-08-09";"ZaL";"4";"17";"""00""";"false";"4";"0";"1";"2";"4";"2";"1";"6f1f456d-df9d-4315-9d2c-a254c597fa7d";"+62 (239) 3092-8183";"Nimas.Nasyidah4@gmail.com";"9"
"8d9c24fd-ea80-4605-8df2-033fe53d25ea";"Agus Agus Sinaga";"7edfe8ac-ad19-482d-887a-dc6a31735949";"3";"42";"0";"2024-08-09";"ClW";"18";"5";"""01""";"false";"4";"1";"3";"0";"4";"1";"1";"9dab647c-84c1-4185-92a4-6c5af40bac21";"+62 (072) 2405-5460";"Uchita56@gmail.com";"9"
"de954c6d-e0ea-4fb1-9625-82e8206cd02c";"Okta Waskita";"a15d319a-737d-49d5-a2a0-1c110778bfb4";"1";"232";"0";"2024-08-09";"fQH";"3";"12";"""00""";"true";"0";"2";"0";"2";"4";"3";"3";"6f80dc89-4e6d-4b9c-88ce-b7c3ab68b9c9";"+62 (314) 7936-0154";"Sakura.Mandasari81@gmail.com";"0"
"485b563b-0311-4b13-9d99-021b7ee75b9d";"Darojat Edison";"6a1ee056-dbeb-4055-9d6b-aa4be93f624f";"4";"162";"1";"2024-08-09";"UUd";"0";"8";"""01""";"false";"0";"0";"1";"0";"3";"3";"2";"4b71d720-7c9c-4019-b6e1-a165f0e41f22";"+62 (539) 5733-7572";"Kajen25@yahoo.com";"7"
"80baa946-0dad-4b39-9168-29308cb83fa3";"Halim Jaiman";"0033a53b-dfd9-42f6-b464-76c1f1ba4801";"3";"88";"1";"2024-08-09";"alc";"9";"12";"""01""";"false";"0";"2";"2";"3";"3";"4";"2";"f5fce42f-e46a-47a2-862d-87d5b005fcd1";"+62 (067) 6779-5863";"Anita_Maharani12@gmail.co.id";"1"
"b805df3a-dd3f-4de7-b5be-8d8945f937cf";"Juli Juli Wijayanti";"068bf6b7-310d-4c14-a837-be8338aff920";"4";"9";"1";"2024-08-09";"BWX";"18";"8";"""00""";"false";"2";"3";"3";"1";"1";"1";"1";"9f166bb3-1a61-446e-b20a-a85dc2e0fe14";"+62 (779) 4178-3787";"Asmianto.Nashiruddin40@gmail.com";"9"
"a0cd9d8e-1e13-47d0-b89d-0a14da9a7feb";"Mutia Rahimah";"aa550c69-70b4-4596-9da8-65bdcf5e4287";"3";"193";"0";"2024-08-09";"uMh";"11";"7";"""01""";"false";"0";"1";"2";"4";"3";"4";"4";"e05556ce-f260-4e37-be5a-7c5291511a20";"+62 (793) 5504-6217";"Banawa12@yahoo.com";"5"
"f404f53f-6e2b-4566-a30d-109b07871af2";"Zahra Yolanda";"af9733ff-1352-48d2-99e4-efb8acef24da";"4";"110";"0";"2024-08-09";"IdX";"17";"9";"""01""";"true";"3";"0";"3";"1";"4";"2";"3";"05ac1ccd-da17-474a-ae17-f0c7512b52c0";"+62 (875) 0967-8685";"Ian47@yahoo.co.id";"5"
"0435f704-f340-41e8-ab8a-f2f07903bb8f";"Kawaca Nababan";"e44f1943-b629-4803-a4cb-1b30d912e672";"3";"283";"0";"2024-08-09";"dcq";"2";"8";"""00""";"false";"1";"1";"0";"4";"4";"2";"1";"283187e8-85f2-411a-8a9b-64d6f93bcc59";"+62 (866) 2587-0347";"Farah_Saputri68@yahoo.com";"7"
"1ad6a17d-50ad-4400-8ae3-6e75418baf2c";"Pandu Pandu Nugroho";"cdf80ab5-eaab-41d6-9b55-de0ec917828e";"3";"428";"0";"2024-08-09";"Yle";"14";"15";"""00""";"false";"3";"2";"0";"0";"4";"4";"3";"71672d6e-3b33-46f7-a88e-ff86b2992dad";"+62 (560) 4984-0710";"Maimunah_Elvina@gmail.co.id";"2"
"b6f27010-a7ce-4710-92dc-a8a72fa80cf9";"Anandya Ayu";"c11ff1e1-2ae1-4359-8f75-4cace3fee4bd";"3";"15";"1";"2024-08-09";"lhQ";"15";"18";"""01""";"false";"0";"2";"1";"4";"0";"1";"1";"1dcd9f0d-c061-4310-8c09-8dec8a336c5e";"+62 (113) 9828-7381";"Tri_Rahimah@gmail.com";"5"
"412d29c9-ad16-4bf3-801d-7f06015407cf";"Ajimat Ajimat Winarno";"bf885cfd-b7fe-44ee-9b89-ee8141f4d039";"2";"27";"0";"2024-08-09";"BSk";"16";"10";"""00""";"true";"1";"0";"4";"0";"1";"4";"3";"21b4b92c-15a8-4be7-8eb4-7b0b572d5e3a";"+62 (663) 6460-7900";"Najwa_Andriani@yahoo.co.id";"9"
"90318ddd-ce84-4bd8-bb0f-f9bb195700a8";"Yance Yance Wijayanti";"ff6c20f1-19fd-4da5-99e0-1f1d8b502251";"2";"368";"1";"2024-08-09";"MxI";"14";"20";"""01""";"false";"4";"2";"1";"0";"2";"4";"3";"b30abc15-bfc3-45a1-b4b3-0ac0f62a8b6f";"+62 (510) 1289-7272";"Abyasa.Sinaga95@yahoo.com";"4"
"fd6aa066-247e-4a49-bfcd-bc8411ff62af";"Rayhan Sabar";"89f95c7c-78a1-472a-bd3e-44d2d651c084";"4";"433";"0";"2024-08-09";"hkv";"0";"13";"""01""";"true";"0";"4";"1";"2";"2";"1";"0";"11734d4d-981c-40d6-8de9-ed46eb044c2b";"+62 (923) 4410-2634";"Nilam_Yolanda@gmail.co.id";"8"
"da488934-35d5-4631-8af4-e0d805bd6a52";"Limar Limar Maulana";"36ac290c-7474-40c5-ba11-989ab26922cb";"3";"412";"1";"2024-08-09";"ggi";"8";"15";"""00""";"true";"2";"0";"3";"0";"2";"1";"0";"1f88dd78-79a7-4182-89d1-a483fa4de332";"+62 (573) 5908-6335";"Rosalina59@gmail.co.id";"7"
"435efa4c-39d4-4c83-a2db-9beba4c1bfb4";"Zulkarnain Margana";"d0fd4bf7-d16e-42d8-8c03-4995b2008327";"2";"239";"0";"2024-08-09";"FZq";"14";"4";"""01""";"false";"3";"3";"2";"4";"3";"0";"3";"14c55b58-5891-4fd0-8425-b4019a18e644";"+62 (740) 1869-9748";"Rahmawati45@yahoo.com";"10"
"278f3666-8f05-4472-a0ce-7f40556c9afa";"Jamil Napitupulu";"6b2354e7-6cf1-45dc-9129-c6e7f4ffa63d";"1";"125";"1";"2024-08-09";"FDp";"5";"12";"""00""";"true";"1";"2";"4";"3";"2";"2";"1";"c9e3fa63-f016-4f93-a058-f5473d175774";"+62 (527) 0791-3861";"Unggul.Anggriawan2@gmail.com";"5"
"6d9394f6-2216-4ddb-a898-3fbfcc815601";"Aurelia Yunita";"1562172c-5a36-46c3-8b0f-b93759107560";"4";"414";"1";"2024-08-09";"URu";"7";"8";"""01""";"true";"0";"2";"1";"0";"4";"4";"4";"9e14e478-b2ea-4c10-a347-a0fcb11aa1dd";"+62 (940) 1789-8554";"Ulya20@gmail.com";"4"
"3271930f-cb59-444a-bc20-a56a373b7434";"Sihombing Prakosa";"64877035-3510-4693-9438-b2b0dda08a10";"4";"245";"0";"2024-08-09";"WCM";"14";"16";"""00""";"true";"1";"1";"3";"1";"3";"3";"2";"42314512-998d-41e6-b0c0-17e4fddfb826";"+62 (027) 3075-0345";"Garda79@gmail.com";"8"
"14d30552-bb61-42cc-b7c8-58fad8e04db1";"Gatra Wacana";"df6ecf73-bda9-4844-a9b7-f9995060572f";"1";"313";"1";"2024-08-09";"Nry";"15";"1";"""00""";"true";"4";"2";"3";"3";"1";"2";"1";"9657fcd8-e9f3-4dbd-9f87-dd0a8a3670c0";"+62 (530) 6043-1167";"Jayadi78@yahoo.co.id";"4"
"c4750034-2542-45b7-94b2-dfe1350ca4b8";"Jaeman Jaeman Situmorang";"5b2d25bf-4d82-461b-beef-7f2ec968fb7e";"1";"475";"1";"2024-08-09";"ZHw";"13";"20";"""01""";"true";"1";"0";"1";"0";"1";"0";"0";"cbb7b46f-51c7-4b94-80bd-b6ff381dee99";"+62 (289) 2090-2017";"Victoria66@gmail.co.id";"7"
"8a9f2f5a-ee50-47ed-be4a-89b28bd0d4c9";"Rahayu Sherly";"82206aaf-ab22-4c93-a89c-7e014cc3f1d9";"4";"280";"0";"2024-08-09";"ClN";"13";"4";"""01""";"true";"1";"2";"1";"1";"3";"3";"3";"434c56eb-a1a8-475a-bacb-c2c8900249ed";"+62 (750) 7060-5010";"Jatmiko_Aswandi@gmail.co.id";"5"
"9fa3aa62-48b9-4440-adc9-aed23edd866a";"Teguh Teguh Sinaga";"9d333af9-1be5-47eb-b392-df6190651c42";"1";"196";"0";"2024-08-09";"HGu";"19";"15";"""00""";"false";"4";"1";"1";"3";"1";"2";"2";"a66b1417-526b-46f1-bca3-093a031948e5";"+62 (465) 0738-0708";"Ajimin90@gmail.co.id";"3"
"48a07062-c142-43c7-ba70-95945a22fab1";"Nababan Kacung";"e39f8fe1-3093-4189-b42c-2915478b6e56";"3";"23";"0";"2024-08-09";"QIF";"6";"5";"""00""";"false";"4";"0";"0";"1";"3";"0";"3";"7b458f38-61b0-433d-acb5-af0ff746fd15";"+62 (674) 6026-6216";"Alika73@yahoo.co.id";"6"
"841a62fd-8f55-4e79-af5b-8d37111defbd";"Rini Rini Ningrum";"cad00d22-8e34-4979-a6e9-3b70fdfad399";"4";"333";"0";"2024-08-09";"cfI";"8";"7";"""01""";"true";"3";"3";"4";"2";"3";"3";"0";"a19348c4-7cb9-4c5f-ba0e-f6f439261ce2";"+62 (250) 1679-1437";"Azalea_Novitasari80@gmail.com";"6"
"3d99d67a-0592-47f9-a0b7-dcda1c380069";"Yuliarti Rita";"28798a2e-a852-459d-8fb2-56bad4e53458";"2";"167";"1";"2024-08-09";"SoJ";"7";"2";"""01""";"true";"4";"3";"3";"1";"1";"3";"0";"4221d89a-3dec-4e47-a23f-3bf3d4edff55";"+62 (744) 1317-9227";"Gada_Prasasta@gmail.com";"3"
"21201ae6-681d-47f0-9e7b-393d5240ae29";"Mitra Wibisono";"7af5d457-72dc-459f-bcd8-9183d29adadb";"1";"46";"1";"2024-08-09";"vnP";"2";"3";"""01""";"false";"2";"4";"4";"2";"4";"2";"1";"0a5ed500-f086-4f1c-823b-29301b6a2b80";"+62 (538) 0216-2704";"Tina.Melinda70@gmail.com";"5"
"13e1b397-d123-490d-bf58-9fe7d33e5eaf";"Suryatmi Septi";"c5d64f4e-8c99-45e6-ab49-52b648bffe1d";"2";"61";"1";"2024-08-09";"OIW";"12";"20";"""00""";"false";"4";"1";"4";"0";"2";"4";"4";"908820be-0a36-4c53-b316-a0673e3d37a3";"+62 (944) 4935-2807";"Rafid21@yahoo.com";"6"
"f754b843-8943-48db-b77a-1fa48f1f5ad9";"Yunita Yunita Saraswati";"143edebf-11e1-4b8e-8bcc-6e0d584ef3a5";"2";"391";"0";"2024-08-09";"OYP";"4";"15";"""01""";"true";"2";"1";"0";"4";"0";"2";"1";"978f8e87-7d62-4925-b98f-b89705bf5d21";"+62 (476) 2542-5304";"Naradi_Damanik@gmail.co.id";"1"
"bf7577f4-7b6d-4128-9d80-a81f89c75eae";"Mulya Mulya Halim";"2e200d88-c75d-40e5-85a8-100edb8a558e";"1";"264";"1";"2024-08-09";"tKX";"4";"10";"""00""";"false";"2";"2";"0";"0";"1";"2";"0";"2d8c3658-0539-4b31-b960-db1632970229";"+62 (834) 6623-9964";"Kardi_Januar97@yahoo.com";"1"
"fc5e9f99-777b-40d2-a67b-17be75b5a9cf";"Hasan Salahudin";"5e735095-5bf5-40e8-8c34-0f2ba2e9289e";"3";"273";"0";"2024-08-09";"Rkj";"13";"18";"""01""";"true";"3";"3";"3";"4";"3";"0";"2";"1552bda9-9c86-4e4b-84db-d0eba435e3f7";"+62 (351) 0201-3245";"Mila94@yahoo.co.id";"9"
"21d880cb-d5b0-419a-8c0c-e05369ae49d1";"Mustofa Ibrahim";"cad1991e-7288-4a55-b907-76532250cf72";"1";"86";"0";"2024-08-09";"lxq";"4";"5";"""00""";"true";"2";"2";"3";"4";"2";"4";"0";"3921d5f5-0329-4fc7-827b-40c7b2778848";"+62 (408) 4778-6401";"Maria.Mandasari84@yahoo.co.id";"7"
"cfbf3567-f748-4222-bc4a-70b2f730a38c";"Gaman Gaman Prakasa";"52778db2-37ea-47f1-99ad-b0eac0d7a2fb";"2";"123";"0";"2024-08-09";"cPI";"16";"6";"""01""";"false";"2";"4";"0";"3";"3";"4";"3";"1fb8dc9b-7d6e-410d-99dd-bb51c44897fe";"+62 (361) 7713-1606";"Utama.Sihotang@gmail.co.id";"2"
"afc4b53d-ff1d-4a97-93da-1e7d3db42a30";"Lasmanto Lasmanto Sudrajat";"6346b81d-487a-4535-acc8-8e42e96b345e";"3";"323";"0";"2024-08-09";"hZt";"16";"20";"""01""";"true";"0";"3";"0";"1";"3";"3";"1";"9af171b1-01f8-410d-a246-77986363ded8";"+62 (663) 0100-6102";"Almira.Mulyani@yahoo.com";"8"
"5a04d296-7f60-46d6-b9aa-c46c25e3c291";"Wardana Asirwanda";"a8d9fe49-e3e8-4532-a7ce-ef456a3dbcf0";"3";"366";"0";"2024-08-09";"HbG";"17";"3";"""00""";"false";"3";"4";"1";"3";"1";"1";"4";"a4b32687-d6d7-4b8b-857b-4162936e71a1";"+62 (243) 3834-7594";"Indira_Yolanda16@yahoo.co.id";"3"
"5001d07a-40a5-486b-919e-e92513ab13d8";"Iswahyudi Jarwadi";"8f9ff120-04e5-4cfb-b57b-f43445d9159b";"4";"420";"0";"2024-08-09";"bwA";"1";"18";"""01""";"true";"3";"1";"3";"1";"2";"1";"0";"ec5dde8a-5c9e-4e59-adaa-d71a493bedc1";"+62 (038) 4971-9518";"Rosa20@yahoo.co.id";"10"
"cfecb978-a158-4889-87b6-2b58d4ec20ef";"Ardiyanti Mila";"ab9207c4-9ce2-46c9-8f86-67cf352fb7c7";"1";"169";"1";"2024-08-09";"frf";"9";"12";"""01""";"true";"2";"1";"2";"2";"1";"1";"4";"d8082b09-d291-4c39-a916-8f85e94571a9";"+62 (574) 5960-5163";"Gamblang21@yahoo.com";"5"
"879650fd-268c-41d0-822f-f883f0274f19";"Ophelia Nathania";"9079e806-d525-4fac-8b24-7cc3d43838a2";"4";"357";"1";"2024-08-09";"AFi";"15";"15";"""01""";"false";"4";"0";"0";"0";"0";"4";"1";"32337336-e3b6-498e-8b3a-c7f03257f155";"+62 (147) 4081-2918";"Kiandra67@gmail.com";"10"
"1e262978-9de2-4b26-8e10-50a34573d007";"Titin Titin Andriani";"4827649f-3617-41e1-b61b-85e1f78d17bb";"3";"5";"0";"2024-08-09";"nHv";"20";"3";"""00""";"false";"0";"4";"1";"0";"0";"2";"1";"d1ed7d3d-65df-467f-a86f-5988e35239af";"+62 (324) 5035-7503";"Dagel48@yahoo.co.id";"10"
"96101dd1-f391-4c05-a4e5-a5df15eab816";"Rudi Rudi Simbolon";"b8874a0f-c669-498a-93a2-7507ca8957e9";"1";"375";"0";"2024-08-09";"iLG";"2";"14";"""01""";"true";"4";"2";"4";"4";"4";"2";"4";"ebf6ba42-7b7a-4cf7-b31f-b964cfe95335";"+62 (173) 0629-5755";"Mumpuni_Siregar@gmail.com";"9"
"9952701b-44e7-435f-9ab3-96c689416df0";"Riyanti Kani";"7551d13f-5275-4eda-854d-f124600f64d1";"3";"302";"1";"2024-08-09";"Fgw";"3";"15";"""01""";"false";"0";"1";"4";"2";"0";"1";"4";"d40237e3-d2e1-4f73-8b93-7eb227446181";"+62 (941) 4189-5361";"Kirana.Azzahra@yahoo.co.id";"4"
"92cfee4f-8099-4471-acdd-f630afa53db4";"Vivi Sudiati";"79f0f332-691b-4aa5-8009-74eb3f1da0f3";"1";"217";"0";"2024-08-09";"FPD";"20";"16";"""00""";"false";"0";"1";"2";"3";"4";"0";"1";"7ef03543-b643-4464-9228-373342e05da9";"+62 (419) 0639-3807";"Zakir.Halim41@gmail.com";"4"
"7ddbef13-bfd6-4654-876b-1a50fd9e0fc2";"Tasdik Bagaskara";"aa8c26db-6e64-4cdf-b0ac-32c7c8163579";"3";"161";"0";"2024-08-09";"GsF";"0";"15";"""00""";"true";"4";"4";"0";"0";"4";"0";"0";"8137a867-032e-451d-a5cb-9d7a345533c0";"+62 (608) 4391-8491";"Kawaya44@yahoo.co.id";"1"
"18321760-4f43-4dfe-9486-7d2520337a8a";"Pranowo Bakda";"b668afbf-13c4-4c82-b28f-e62939cce963";"3";"153";"0";"2024-08-09";"ixJ";"20";"13";"""00""";"true";"4";"3";"2";"0";"2";"4";"4";"44eca1f7-fc9d-4676-83c6-f1595075d644";"+62 (736) 0934-1322";"Zahra.Suartini73@yahoo.co.id";"4"
"c481e3c8-465c-423c-8f59-7ead6194dc62";"Ami Ami Kuswandari";"566e5119-ef4c-4376-b5a7-38908684bdfa";"3";"349";"0";"2024-08-09";"DFh";"4";"14";"""01""";"false";"2";"2";"3";"1";"4";"0";"3";"2b01d3c8-da29-4773-bfbb-b851bab040ea";"+62 (766) 6795-6619";"Endra_Siregar@gmail.co.id";"5"
"15001602-e8d4-48bf-8c37-db8eb25db0ef";"Jaga Jaga Purnawarman";"3cc71c55-fd56-4034-8c13-ddb76a905a11";"3";"337";"1";"2024-08-09";"tJP";"3";"0";"""00""";"false";"2";"3";"2";"0";"4";"3";"4";"6f474c8e-7e32-4663-8b72-eae8141e1d95";"+62 (376) 8814-1649";"Siska60@gmail.co.id";"6"
"ea804c4a-6267-4a41-929e-2c0127b1fe7d";"Limar Alamsyah";"0efee9da-2ccb-4a88-a398-77a77588b951";"4";"432";"0";"2024-08-09";"WGO";"19";"17";"""01""";"true";"2";"1";"3";"2";"2";"1";"4";"f95328fa-67a3-4085-9c52-db643307d922";"+62 (831) 6121-1314";"Irnanto.Mansur@yahoo.co.id";"10"
"b6a8644f-ca9c-4921-b871-2599a7872834";"Kenari Hidayat";"c55a3a49-960f-48a6-8eac-5eb945050b57";"2";"139";"0";"2024-08-09";"liV";"2";"18";"""00""";"false";"4";"2";"1";"1";"1";"3";"3";"bb317e7c-c7ce-4049-9351-3f2a7a23d12c";"+62 (312) 0198-6111";"Kayun_Putra@gmail.com";"0"
"677ff660-59aa-4b33-9c9b-00ea2c87283b";"Ayu Kuswandari";"3d0488ab-b3d1-4dbb-9fae-0be673451581";"4";"270";"0";"2024-08-09";"OJm";"0";"11";"""00""";"false";"1";"2";"4";"4";"0";"3";"0";"a1b59ceb-1d85-4901-b8de-e32d38274b47";"+62 (163) 9598-2155";"Cahyo.Nababan76@gmail.com";"2"
"e7f7cadc-0881-4ac2-a2b8-0c2f610df13b";"Kusumo Nasab";"064e3d62-232f-4942-87b6-aff99b3a83ce";"4";"36";"1";"2024-08-09";"eai";"4";"15";"""01""";"true";"2";"3";"1";"2";"4";"1";"0";"cfc58a2b-9acf-48f1-a70d-291079b99557";"+62 (814) 5955-3841";"Zizi69@yahoo.com";"8"
"c1c55ca7-7f34-4ad4-b844-65675770dba3";"Ratih Lailasari";"2d2b232c-4f0c-46ab-a660-e76ea615ba44";"1";"129";"0";"2024-08-09";"KXL";"9";"18";"""01""";"false";"0";"1";"4";"4";"1";"4";"1";"f5649c82-0534-4ae4-9050-3d81b172b62c";"+62 (610) 0734-2501";"Laila.Nathania@gmail.co.id";"4"
"5cb097f8-b1b7-47dc-8184-aaf07864bf95";"Wibowo Gadang";"f38a1e42-92e6-41d2-ac57-2eb4db028edd";"4";"134";"1";"2024-08-09";"pjO";"10";"1";"""01""";"false";"3";"4";"4";"2";"4";"1";"0";"7844f870-7a1a-47cb-a6c2-8fc2bbe1a7ce";"+62 (576) 2886-5006";"Kezia.Palastri3@yahoo.com";"4"
"0a4f0f8e-c003-4e44-9f9d-8c215c8262ec";"Purnawati Puspita";"c97d224b-4558-4bb4-a894-221180a8e416";"3";"264";"1";"2024-08-09";"jYl";"13";"1";"""00""";"false";"2";"1";"0";"4";"2";"4";"3";"721ae6f0-9608-4480-801d-946ae5a94073";"+62 (586) 7558-8728";"Febrina.Aryanti63@gmail.co.id";"7"
"cb9efb75-f66e-4be9-a0ad-7947f1b3598a";"Malika Malika Rahayu";"0211a286-5937-4060-99d3-cadffe157855";"3";"197";"0";"2024-08-09";"QTp";"6";"18";"""00""";"false";"2";"3";"3";"4";"2";"2";"0";"f10cba79-3c20-4ca0-81c1-b8b24e731245";"+62 (569) 0524-9311";"Mulya_Salahudin@yahoo.com";"7"
"6fcb407c-a647-499a-8e50-f673641a847e";"Aris Aris Wicaksono";"e7edd084-0edc-48fb-a679-3941c248b111";"3";"443";"0";"2024-08-09";"bfW";"6";"9";"""00""";"true";"1";"2";"0";"2";"4";"1";"2";"99610486-37b1-4eef-88ef-7b634fb9d267";"+62 (379) 8073-7416";"Noviana96@gmail.com";"0"
"8d89a66b-a88e-4398-9ebb-d8678331a7f0";"Candra Mustofa";"7f44ad7e-2ab3-4bb0-9449-959df9c1d388";"4";"247";"1";"2024-08-09";"SWx";"9";"20";"""01""";"true";"3";"2";"2";"0";"2";"2";"0";"b39fde79-9a7f-4d3b-8007-29b421908841";"+62 (104) 5638-0476";"Harsaya91@gmail.com";"5"
"69f9c0f4-0ad5-4a5b-a514-2dd11935e984";"Harsanto Nanda";"c48eff83-896e-4d7e-91a2-9fcce59f15de";"3";"141";"1";"2024-08-09";"sjL";"10";"1";"""00""";"false";"2";"2";"0";"1";"3";"4";"3";"c41ad2bd-62dc-4c7d-a1fa-49538859d3aa";"+62 (518) 9862-8374";"Tasdik90@yahoo.com";"8"
"b91ccc17-1d92-41f3-abd2-1fd98ef67012";"Nababan Jasmani";"85bd305c-86a8-4afc-94de-f4534701422e";"3";"436";"1";"2024-08-09";"UBO";"12";"1";"""00""";"false";"2";"2";"2";"3";"0";"4";"3";"b6751fdd-e5f2-4e9e-ae63-ecfee21eaca4";"+62 (302) 3757-9754";"Umaya.Firmansyah14@gmail.com";"1"
